target_name,target_classification,s_ra,s_dec,calib_level,t_min,t_exptime,classification_id
DARK-NM,un29,274.226016686,-19.0354297885,2,57288.5037486458,352.939514,165
DARK,un30,274.2337293836,-19.05017387307,3,56559.1458397338,3600.0,167
DARK,un31,274.2527015348,-19.05057189897,2,57838.0000208333,1100.0,168
DARK,un32,274.2531285277,-19.0513942229,2,57838.0132615741,60.0,169
DARK,un33,274.2531285277,-19.0513942229,2,57838.0144652431,60.0,170
DARK,un34,77.36596539346,-67.51180838156,3,56559.0678767708,2700.0,171
DARK-NM,un35,274.263906955,-19.10147489959,2,56741.8658643866,352.939514,172
BIAS,un36,274.2683066604,-19.08807834558,3,56559.0826322569,0.0,173
DARK,un37,274.7349641381,-18.21600020688,3,55349.0288222222,1800.0,174
BIAS,un38,274.7349641381,-18.21600020688,2,55349.0272868403,0.0,175
TUNGSTEN,un39,274.7349641381,-18.21600020688,2,55349.024562963,1.0,176
TUNGSTEN,un40,274.7349641381,-18.21600020688,2,55349.021171875,1.0,178
TUNGSTEN,un41,274.7349641381,-18.21600020688,2,55349.021715544,200.0,179
DARK,un42,274.7349641381,-18.21600020688,2,55349.0204166319,60.0,180
DARK,un43,274.7349641381,-18.21600020688,2,55349.0216203356,60.0,181
DARK,un44,274.7349641381,-18.21600020688,2,55349.0270136574,1100.0,182
DARK,un45,274.7349641381,-18.21600020688,2,55349.0402543981,60.0,183
DARK,un46,274.7349641381,-18.21600020688,2,55349.0414581018,60.0,184
DARK,un47,274.7352349754,-18.21599280122,2,55349.0071758912,1100.0,185
BIAS,un48,273.6893347773,-18.04159440509,1,60116.3066814468,0.0,186
DARK,un49,273.6893347773,-18.04159440509,1,60116.3083247685,1000.5,187
DARK,un50,273.620608993,-18.07650666499,1,60116.4385910532,0.5079,189
DARK,un51,273.620608993,-18.07650666499,1,60116.4403388542,1000.5,190
BIAS,un52,274.7349641381,-18.21600020688,1,55349.0325132755,0.0,191
DARK,un53,274.7349641381,-18.21600020688,1,55349.0340991898,1040.0,192
DARK,un54,274.7351075623,-18.2160277156,1,55349.0103258449,1040.0,193
BIAS,un55,274.7352349754,-18.21599280122,1,55349.0087403125,0.0,194
TUNGSTEN,un56,273.4394316572,-18.34935646272,2,55401.6966761574,802.934753,195
TUNGSTEN,un57,273.4387554182,-18.34948706114,2,55401.7660165162,38.119781,196
TUNGSTEN,un58,273.4387554182,-18.34948706114,2,55401.7668150463,52.937096,197
TUNGSTEN,un59,273.4387554182,-18.34948706114,2,55401.7678106134,1002.935364,198
TUNGSTEN,un60,273.4387554182,-18.34948706114,2,55401.7797898495,52.937096,200
TUNGSTEN,un61,273.4387554182,-18.34948706114,2,55401.7807157755,52.937096,201
TUNGSTEN,un62,274.921101264,-18.20512839555,2,55340.9237753819,200.0,202
TUNGSTEN,un63,274.921101264,-18.20512839555,2,55340.926622419,1.0,203
TUNGSTEN,un64,274.921101264,-18.20512839555,2,55340.9232312847,1.0,204
DARK,un65,273.4394316572,-18.34935646272,2,55401.70210625,60.0,205
DARK,un66,273.4394316572,-18.34935646272,2,55401.7033099537,60.0,206
BIAS,un67,274.9507625932,-19.10413652893,1,55818.0016215278,0.0,207
DARK,un68,274.9507625932,-19.10413652893,1,55818.0032070602,1040.0,208
BIAS,un69,274.9508253616,-19.10419882062,1,55818.0223507755,0.0,209
DARK,un70,274.9508253616,-19.10419882062,1,55818.0239363426,1040.0,211
